period,section,category,sub_category_1,sub_category_2,metric,value
2020-H1,Account / Content Violations,Country,Russia,Regulated Goods,unique_accounts_enforced,39
2020-H1,Account / Content Violations,Country,Russia,Sexually Explicit Content,content_reports,20305
2020-H1,Account / Content Violations,Country,Russia,Sexually Explicit Content,content_enforced,9361
2020-H1,Account / Content Violations,Country,Russia,Sexually Explicit Content,unique_accounts_enforced,3889
2020-H1,Account / Content Violations,Country,Russia,Spam,content_reports,1082
2020-H1,Account / Content Violations,Country,Russia,Spam,content_enforced,515
2020-H1,Account / Content Violations,Country,Russia,Spam,unique_accounts_enforced,358
2020-H1,Account / Content Violations,Country,Russia,Threatening / Violence / Harm,content_reports,558
2020-H1,Account / Content Violations,Country,Russia,Threatening / Violence / Harm,content_enforced,84
2020-H1,Account / Content Violations,Country,Russia,Threatening / Violence / Harm,unique_accounts_enforced,69
2020-H1,Account / Content Violations,Country,Rwanda,Harassment and Bullying,content_reports,15
2020-H1,Account / Content Violations,Country,Rwanda,Harassment and Bullying,content_enforced,0
2020-H1,Account / Content Violations,Country,Rwanda,Harassment and Bullying,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Rwanda,Hate Speech,content_reports,4
2020-H1,Account / Content Violations,Country,Rwanda,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Rwanda,Impersonation,content_reports,25
2020-H1,Account / Content Violations,Country,Rwanda,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Rwanda,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Rwanda,Regulated Goods,content_reports,4
2020-H1,Account / Content Violations,Country,Rwanda,Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Rwanda,Sexually Explicit Content,content_reports,165
2020-H1,Account / Content Violations,Country,Rwanda,Sexually Explicit Content,content_enforced,83
2020-H1,Account / Content Violations,Country,Rwanda,Sexually Explicit Content,unique_accounts_enforced,25
2020-H1,Account / Content Violations,Country,Rwanda,Spam,content_reports,18
2020-H1,Account / Content Violations,Country,Rwanda,Spam,content_enforced,11
2020-H1,Account / Content Violations,Country,Rwanda,Spam,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Rwanda,Threatening / Violence / Harm,content_reports,14
2020-H1,Account / Content Violations,Country,Rwanda,Threatening / Violence / Harm,content_enforced,3
2020-H1,Account / Content Violations,Country,Rwanda,Threatening / Violence / Harm,unique_accounts_enforced,3
2020-H1,Account / Content Violations,Country,Saint Barthelemy,Impersonation,content_reports,1
2020-H1,Account / Content Violations,Country,Saint Barthelemy,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Saint Barthelemy,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Saint Barthelemy,Sexually Explicit Content,content_reports,9
2020-H1,Account / Content Violations,Country,Saint Barthelemy,Sexually Explicit Content,content_enforced,2
2020-H1,Account / Content Violations,Country,Saint Barthelemy,Sexually Explicit Content,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Saint Martin,Harassment and Bullying,content_reports,7
2020-H1,Account / Content Violations,Country,Saint Martin,Harassment and Bullying,content_enforced,1
2020-H1,Account / Content Violations,Country,Saint Martin,Harassment and Bullying,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Saint Martin,Impersonation,content_reports,5
2020-H1,Account / Content Violations,Country,Saint Martin,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Saint Martin,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Saint Martin,Regulated Goods,content_reports,1
2020-H1,Account / Content Violations,Country,Saint Martin,Regulated Goods,content_enforced,1
2020-H1,Account / Content Violations,Country,Saint Martin,Regulated Goods,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Saint Martin,Sexually Explicit Content,content_reports,43
2020-H1,Account / Content Violations,Country,Saint Martin,Sexually Explicit Content,content_enforced,12
2020-H1,Account / Content Violations,Country,Saint Martin,Sexually Explicit Content,unique_accounts_enforced,5
2020-H1,Account / Content Violations,Country,Saint Martin,Spam,content_reports,1
2020-H1,Account / Content Violations,Country,Saint Martin,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Saint Martin,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Saint Martin,Threatening / Violence / Harm,content_reports,4
2020-H1,Account / Content Violations,Country,Saint Martin,Threatening / Violence / Harm,content_enforced,1
2020-H1,Account / Content Violations,Country,Saint Martin,Threatening / Violence / Harm,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Samoa,Harassment and Bullying,content_reports,2
2020-H1,Account / Content Violations,Country,Samoa,Harassment and Bullying,content_enforced,0
2020-H1,Account / Content Violations,Country,Samoa,Harassment and Bullying,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Samoa,Impersonation,content_reports,5
2020-H1,Account / Content Violations,Country,Samoa,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Samoa,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Samoa,Regulated Goods,content_reports,2
2020-H1,Account / Content Violations,Country,Samoa,Regulated Goods,content_enforced,0
2020-H1,Account / Content Violations,Country,Samoa,Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Samoa,Sexually Explicit Content,content_reports,14
2020-H1,Account / Content Violations,Country,Samoa,Sexually Explicit Content,content_enforced,5
2020-H1,Account / Content Violations,Country,Samoa,Sexually Explicit Content,unique_accounts_enforced,3
2020-H1,Account / Content Violations,Country,San Marino,Sexually Explicit Content,content_reports,4
2020-H1,Account / Content Violations,Country,San Marino,Sexually Explicit Content,content_enforced,1
2020-H1,Account / Content Violations,Country,San Marino,Sexually Explicit Content,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Sao Tome and Principe,Sexually Explicit Content,content_reports,6
2020-H1,Account / Content Violations,Country,Sao Tome and Principe,Sexually Explicit Content,content_enforced,0
2020-H1,Account / Content Violations,Country,Sao Tome and Principe,Sexually Explicit Content,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Saudi Arabia,Harassment and Bullying,content_reports,123987
2020-H1,Account / Content Violations,Country,Saudi Arabia,Harassment and Bullying,content_enforced,9922
2020-H1,Account / Content Violations,Country,Saudi Arabia,Harassment and Bullying,unique_accounts_enforced,6642
2020-H1,Account / Content Violations,Country,Saudi Arabia,Hate Speech,content_reports,11447
2020-H1,Account / Content Violations,Country,Saudi Arabia,Hate Speech,content_enforced,1003
2020-H1,Account / Content Violations,Country,Saudi Arabia,Hate Speech,unique_accounts_enforced,933
2020-H1,Account / Content Violations,Country,Saudi Arabia,Impersonation,content_reports,201382
2020-H1,Account / Content Violations,Country,Saudi Arabia,Impersonation,content_enforced,1246
2020-H1,Account / Content Violations,Country,Saudi Arabia,Impersonation,unique_accounts_enforced,1210
2020-H1,Account / Content Violations,Country,Saudi Arabia,Regulated Goods,content_reports,22367
2020-H1,Account / Content Violations,Country,Saudi Arabia,Regulated Goods,content_enforced,2997
2020-H1,Account / Content Violations,Country,Saudi Arabia,Regulated Goods,unique_accounts_enforced,2240
2020-H1,Account / Content Violations,Country,Saudi Arabia,Sexually Explicit Content,content_reports,1200889
2020-H1,Account / Content Violations,Country,Saudi Arabia,Sexually Explicit Content,content_enforced,403500
2020-H1,Account / Content Violations,Country,Saudi Arabia,Sexually Explicit Content,unique_accounts_enforced,90480
2020-H1,Account / Content Violations,Country,Saudi Arabia,Spam,content_reports,97271
2020-H1,Account / Content Violations,Country,Saudi Arabia,Spam,content_enforced,6507
2020-H1,Account / Content Violations,Country,Saudi Arabia,Spam,unique_accounts_enforced,4036
2020-H1,Account / Content Violations,Country,Saudi Arabia,Threatening / Violence / Harm,content_reports,69259
2020-H1,Account / Content Violations,Country,Saudi Arabia,Threatening / Violence / Harm,content_enforced,6371
2020-H1,Account / Content Violations,Country,Saudi Arabia,Threatening / Violence / Harm,unique_accounts_enforced,5160
2020-H1,Account / Content Violations,Country,Senegal,Harassment and Bullying,content_reports,386
2020-H1,Account / Content Violations,Country,Senegal,Harassment and Bullying,content_enforced,31
2020-H1,Account / Content Violations,Country,Senegal,Harassment and Bullying,unique_accounts_enforced,29
2020-H1,Account / Content Violations,Country,Senegal,Hate Speech,content_reports,68
2020-H1,Account / Content Violations,Country,Senegal,Hate Speech,content_enforced,3
2020-H1,Account / Content Violations,Country,Senegal,Hate Speech,unique_accounts_enforced,3
2020-H1,Account / Content Violations,Country,Senegal,Impersonation,content_reports,890
2020-H1,Account / Content Violations,Country,Senegal,Impersonation,content_enforced,9
2020-H1,Account / Content Violations,Country,Senegal,Impersonation,unique_accounts_enforced,9
2020-H1,Account / Content Violations,Country,Senegal,Regulated Goods,content_reports,73
2020-H1,Account / Content Violations,Country,Senegal,Regulated Goods,content_enforced,8
2020-H1,Account / Content Violations,Country,Senegal,Regulated Goods,unique_accounts_enforced,6
2020-H1,Account / Content Violations,Country,Senegal,Sexually Explicit Content,content_reports,2278
2020-H1,Account / Content Violations,Country,Senegal,Sexually Explicit Content,content_enforced,575
2020-H1,Account / Content Violations,Country,Senegal,Sexually Explicit Content,unique_accounts_enforced,288
2020-H1,Account / Content Violations,Country,Senegal,Spam,content_reports,145
2020-H1,Account / Content Violations,Country,Senegal,Spam,content_enforced,12
2020-H1,Account / Content Violations,Country,Senegal,Spam,unique_accounts_enforced,11
2020-H1,Account / Content Violations,Country,Senegal,Threatening / Violence / Harm,content_reports,478
2020-H1,Account / Content Violations,Country,Senegal,Threatening / Violence / Harm,content_enforced,49
2020-H1,Account / Content Violations,Country,Senegal,Threatening / Violence / Harm,unique_accounts_enforced,40
2020-H1,Account / Content Violations,Country,Serbia,Harassment and Bullying,content_reports,915
2020-H1,Account / Content Violations,Country,Serbia,Harassment and Bullying,content_enforced,157
2020-H1,Account / Content Violations,Country,Serbia,Harassment and Bullying,unique_accounts_enforced,112
2020-H1,Account / Content Violations,Country,Serbia,Hate Speech,content_reports,273
2020-H1,Account / Content Violations,Country,Serbia,Hate Speech,content_enforced,66
2020-H1,Account / Content Violations,Country,Serbia,Hate Speech,unique_accounts_enforced,39
2020-H1,Account / Content Violations,Country,Serbia,Impersonation,content_reports,3422
2020-H1,Account / Content Violations,Country,Serbia,Impersonation,content_enforced,92
2020-H1,Account / Content Violations,Country,Serbia,Impersonation,unique_accounts_enforced,90
2020-H1,Account / Content Violations,Country,Serbia,Regulated Goods,content_reports,243
2020-H1,Account / Content Violations,Country,Serbia,Regulated Goods,content_enforced,76
2020-H1,Account / Content Violations,Country,Serbia,Regulated Goods,unique_accounts_enforced,49
2020-H1,Account / Content Violations,Country,Serbia,Sexually Explicit Content,content_reports,18971
2020-H1,Account / Content Violations,Country,Serbia,Sexually Explicit Content,content_enforced,7354
2020-H1,Account / Content Violations,Country,Serbia,Sexually Explicit Content,unique_accounts_enforced,2601
2020-H1,Account / Content Violations,Country,Serbia,Spam,content_reports,1573
2020-H1,Account / Content Violations,Country,Serbia,Spam,content_enforced,326
2020-H1,Account / Content Violations,Country,Serbia,Spam,unique_accounts_enforced,196
2020-H1,Account / Content Violations,Country,Serbia,Threatening / Violence / Harm,content_reports,1717
2020-H1,Account / Content Violations,Country,Serbia,Threatening / Violence / Harm,content_enforced,298
2020-H1,Account / Content Violations,Country,Serbia,Threatening / Violence / Harm,unique_accounts_enforced,194
2020-H1,Account / Content Violations,Country,Seychelles,Harassment and Bullying,content_reports,5
2020-H1,Account / Content Violations,Country,Seychelles,Harassment and Bullying,content_enforced,1
2020-H1,Account / Content Violations,Country,Seychelles,Harassment and Bullying,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Seychelles,Impersonation,content_reports,7
2020-H1,Account / Content Violations,Country,Seychelles,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Seychelles,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Seychelles,Regulated Goods,content_reports,1
2020-H1,Account / Content Violations,Country,Seychelles,Regulated Goods,content_enforced,1
2020-H1,Account / Content Violations,Country,Seychelles,Regulated Goods,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Seychelles,Sexually Explicit Content,content_reports,37
2020-H1,Account / Content Violations,Country,Seychelles,Sexually Explicit Content,content_enforced,7
2020-H1,Account / Content Violations,Country,Seychelles,Sexually Explicit Content,unique_accounts_enforced,7
2020-H1,Account / Content Violations,Country,Seychelles,Spam,content_reports,2
2020-H1,Account / Content Violations,Country,Seychelles,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Seychelles,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Seychelles,Threatening / Violence / Harm,content_reports,2
2020-H1,Account / Content Violations,Country,Seychelles,Threatening / Violence / Harm,content_enforced,1
2020-H1,Account / Content Violations,Country,Seychelles,Threatening / Violence / Harm,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Sierra Leone,Harassment and Bullying,content_reports,7
2020-H1,Account / Content Violations,Country,Sierra Leone,Harassment and Bullying,content_enforced,0
2020-H1,Account / Content Violations,Country,Sierra Leone,Harassment and Bullying,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Sierra Leone,Hate Speech,content_reports,1
2020-H1,Account / Content Violations,Country,Sierra Leone,Hate Speech,content_enforced,0
2020-H1,Account / Content Violations,Country,Sierra Leone,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Sierra Leone,Impersonation,content_reports,31
2020-H1,Account / Content Violations,Country,Sierra Leone,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,Sierra Leone,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Sierra Leone,Regulated Goods,content_reports,14
2020-H1,Account / Content Violations,Country,Sierra Leone,Regulated Goods,content_enforced,2
2020-H1,Account / Content Violations,Country,Sierra Leone,Regulated Goods,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Sierra Leone,Sexually Explicit Content,content_reports,105
2020-H1,Account / Content Violations,Country,Sierra Leone,Sexually Explicit Content,content_enforced,18
2020-H1,Account / Content Violations,Country,Sierra Leone,Sexually Explicit Content,unique_accounts_enforced,12
2020-H1,Account / Content Violations,Country,Sierra Leone,Spam,content_reports,15
2020-H1,Account / Content Violations,Country,Sierra Leone,Spam,content_enforced,10
2020-H1,Account / Content Violations,Country,Sierra Leone,Spam,unique_accounts_enforced,5
2020-H1,Account / Content Violations,Country,Sierra Leone,Threatening / Violence / Harm,content_reports,26
2020-H1,Account / Content Violations,Country,Sierra Leone,Threatening / Violence / Harm,content_enforced,5
2020-H1,Account / Content Violations,Country,Sierra Leone,Threatening / Violence / Harm,unique_accounts_enforced,4
2020-H1,Account / Content Violations,Country,Singapore,Harassment and Bullying,content_reports,209
2020-H1,Account / Content Violations,Country,Singapore,Harassment and Bullying,content_enforced,40
2020-H1,Account / Content Violations,Country,Singapore,Harassment and Bullying,unique_accounts_enforced,35
2020-H1,Account / Content Violations,Country,Singapore,Hate Speech,content_reports,59
2020-H1,Account / Content Violations,Country,Singapore,Hate Speech,content_enforced,10
2020-H1,Account / Content Violations,Country,Singapore,Hate Speech,unique_accounts_enforced,10
2020-H1,Account / Content Violations,Country,Singapore,Impersonation,content_reports,509
2020-H1,Account / Content Violations,Country,Singapore,Impersonation,content_enforced,6
2020-H1,Account / Content Violations,Country,Singapore,Impersonation,unique_accounts_enforced,6
2020-H1,Account / Content Violations,Country,Singapore,Regulated Goods,content_reports,34
2020-H1,Account / Content Violations,Country,Singapore,Regulated Goods,content_enforced,9
2020-H1,Account / Content Violations,Country,Singapore,Regulated Goods,unique_accounts_enforced,8
2020-H1,Account / Content Violations,Country,Singapore,Sexually Explicit Content,content_reports,2846
2020-H1,Account / Content Violations,Country,Singapore,Sexually Explicit Content,content_enforced,1417
2020-H1,Account / Content Violations,Country,Singapore,Sexually Explicit Content,unique_accounts_enforced,408
2020-H1,Account / Content Violations,Country,Singapore,Spam,content_reports,186
2020-H1,Account / Content Violations,Country,Singapore,Spam,content_enforced,33
2020-H1,Account / Content Violations,Country,Singapore,Spam,unique_accounts_enforced,29
2020-H1,Account / Content Violations,Country,Singapore,Threatening / Violence / Harm,content_reports,208
2020-H1,Account / Content Violations,Country,Singapore,Threatening / Violence / Harm,content_enforced,32
2020-H1,Account / Content Violations,Country,Singapore,Threatening / Violence / Harm,unique_accounts_enforced,22
2020-H1,Account / Content Violations,Country,Sint Maarten,Harassment and Bullying,content_reports,15
2020-H1,Account / Content Violations,Country,Sint Maarten,Harassment and Bullying,content_enforced,4
2020-H1,Account / Content Violations,Country,Sint Maarten,Harassment and Bullying,unique_accounts_enforced,4
2020-H1,Account / Content Violations,Country,Sint Maarten,Impersonation,content_reports,21
2020-H1,Account / Content Violations,Country,Sint Maarten,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Sint Maarten,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Sint Maarten,Regulated Goods,content_reports,1
2020-H1,Account / Content Violations,Country,Sint Maarten,Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Sint Maarten,Sexually Explicit Content,content_reports,134
2020-H1,Account / Content Violations,Country,Sint Maarten,Sexually Explicit Content,content_enforced,88
2020-H1,Account / Content Violations,Country,Sint Maarten,Sexually Explicit Content,unique_accounts_enforced,36
2020-H1,Account / Content Violations,Country,Sint Maarten,Spam,content_reports,3
2020-H1,Account / Content Violations,Country,Sint Maarten,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Sint Maarten,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Sint Maarten,Threatening / Violence / Harm,content_reports,5
2020-H1,Account / Content Violations,Country,Sint Maarten,Threatening / Violence / Harm,content_enforced,0
2020-H1,Account / Content Violations,Country,Sint Maarten,Threatening / Violence / Harm,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Slovakia,Harassment and Bullying,content_reports,172
2020-H1,Account / Content Violations,Country,Slovakia,Harassment and Bullying,content_enforced,19
2020-H1,Account / Content Violations,Country,Slovakia,Harassment and Bullying,unique_accounts_enforced,18
2020-H1,Account / Content Violations,Country,Slovakia,Hate Speech,content_reports,57
2020-H1,Account / Content Violations,Country,Slovakia,Hate Speech,content_enforced,4
2020-H1,Account / Content Violations,Country,Slovakia,Hate Speech,unique_accounts_enforced,4
2020-H1,Account / Content Violations,Country,Slovakia,Impersonation,content_reports,695
2020-H1,Account / Content Violations,Country,Slovakia,Impersonation,content_enforced,16
2020-H1,Account / Content Violations,Country,Slovakia,Impersonation,unique_accounts_enforced,15
2020-H1,Account / Content Violations,Country,Slovakia,Regulated Goods,content_reports,46
2020-H1,Account / Content Violations,Country,Slovakia,Regulated Goods,content_enforced,7
2020-H1,Account / Content Violations,Country,Slovakia,Regulated Goods,unique_accounts_enforced,7
2020-H1,Account / Content Violations,Country,Slovakia,Sexually Explicit Content,content_reports,3229
2020-H1,Account / Content Violations,Country,Slovakia,Sexually Explicit Content,content_enforced,625
2020-H1,Account / Content Violations,Country,Slovakia,Sexually Explicit Content,unique_accounts_enforced,306
2020-H1,Account / Content Violations,Country,Slovakia,Spam,content_reports,507
2020-H1,Account / Content Violations,Country,Slovakia,Spam,content_enforced,27
2020-H1,Account / Content Violations,Country,Slovakia,Spam,unique_accounts_enforced,27
2020-H1,Account / Content Violations,Country,Slovakia,Threatening / Violence / Harm,content_reports,252
2020-H1,Account / Content Violations,Country,Slovakia,Threatening / Violence / Harm,content_enforced,21
2020-H1,Account / Content Violations,Country,Slovakia,Threatening / Violence / Harm,unique_accounts_enforced,19
2020-H1,Account / Content Violations,Country,Slovenia,Harassment and Bullying,content_reports,653
2020-H1,Account / Content Violations,Country,Slovenia,Harassment and Bullying,content_enforced,107
2020-H1,Account / Content Violations,Country,Slovenia,Harassment and Bullying,unique_accounts_enforced,99
2020-H1,Account / Content Violations,Country,Slovenia,Hate Speech,content_reports,174
2020-H1,Account / Content Violations,Country,Slovenia,Hate Speech,content_enforced,24
2020-H1,Account / Content Violations,Country,Slovenia,Hate Speech,unique_accounts_enforced,24
2020-H1,Account / Content Violations,Country,Slovenia,Impersonation,content_reports,1397
2020-H1,Account / Content Violations,Country,Slovenia,Impersonation,content_enforced,48
2020-H1,Account / Content Violations,Country,Slovenia,Impersonation,unique_accounts_enforced,48
2020-H1,Account / Content Violations,Country,Slovenia,Regulated Goods,content_reports,186
2020-H1,Account / Content Violations,Country,Slovenia,Regulated Goods,content_enforced,42
2020-H1,Account / Content Violations,Country,Slovenia,Regulated Goods,unique_accounts_enforced,23
2020-H1,Account / Content Violations,Country,Slovenia,Sexually Explicit Content,content_reports,5867
2020-H1,Account / Content Violations,Country,Slovenia,Sexually Explicit Content,content_enforced,2452
2020-H1,Account / Content Violations,Country,Slovenia,Sexually Explicit Content,unique_accounts_enforced,1015
2020-H1,Account / Content Violations,Country,Slovenia,Spam,content_reports,968
2020-H1,Account / Content Violations,Country,Slovenia,Spam,content_enforced,88
2020-H1,Account / Content Violations,Country,Slovenia,Spam,unique_accounts_enforced,77
2020-H1,Account / Content Violations,Country,Slovenia,Threatening / Violence / Harm,content_reports,931
2020-H1,Account / Content Violations,Country,Slovenia,Threatening / Violence / Harm,content_enforced,150
2020-H1,Account / Content Violations,Country,Slovenia,Threatening / Violence / Harm,unique_accounts_enforced,128
2020-H1,Account / Content Violations,Country,Solomon Islands,Harassment and Bullying,content_reports,2
2020-H1,Account / Content Violations,Country,Solomon Islands,Harassment and Bullying,content_enforced,0
2020-H1,Account / Content Violations,Country,Solomon Islands,Harassment and Bullying,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Solomon Islands,Impersonation,content_reports,3
2020-H1,Account / Content Violations,Country,Solomon Islands,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Solomon Islands,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Solomon Islands,Sexually Explicit Content,content_reports,3
2020-H1,Account / Content Violations,Country,Solomon Islands,Sexually Explicit Content,content_enforced,0
2020-H1,Account / Content Violations,Country,Solomon Islands,Sexually Explicit Content,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Solomon Islands,Threatening / Violence / Harm,content_reports,2
2020-H1,Account / Content Violations,Country,Solomon Islands,Threatening / Violence / Harm,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Somalia,Harassment and Bullying,content_reports,86
2020-H1,Account / Content Violations,Country,Somalia,Harassment and Bullying,content_enforced,9
2020-H1,Account / Content Violations,Country,Somalia,Harassment and Bullying,unique_accounts_enforced,7
2020-H1,Account / Content Violations,Country,Somalia,Hate Speech,content_reports,16
2020-H1,Account / Content Violations,Country,Somalia,Hate Speech,content_enforced,5
2020-H1,Account / Content Violations,Country,Somalia,Hate Speech,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Somalia,Impersonation,content_reports,212
2020-H1,Account / Content Violations,Country,Somalia,Impersonation,content_enforced,6
2020-H1,Account / Content Violations,Country,Somalia,Impersonation,unique_accounts_enforced,6
2020-H1,Account / Content Violations,Country,Somalia,Regulated Goods,content_reports,13
2020-H1,Account / Content Violations,Country,Somalia,Regulated Goods,content_enforced,1
2020-H1,Account / Content Violations,Country,Somalia,Regulated Goods,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Somalia,Sexually Explicit Content,content_reports,627
2020-H1,Account / Content Violations,Country,Somalia,Sexually Explicit Content,content_enforced,131
2020-H1,Account / Content Violations,Country,Somalia,Sexually Explicit Content,unique_accounts_enforced,55
2020-H1,Account / Content Violations,Country,Somalia,Spam,content_reports,20
2020-H1,Account / Content Violations,Country,Somalia,Spam,content_enforced,1
2020-H1,Account / Content Violations,Country,Somalia,Spam,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Somalia,Threatening / Violence / Harm,content_reports,137
2020-H1,Account / Content Violations,Country,Somalia,Threatening / Violence / Harm,content_enforced,12
2020-H1,Account / Content Violations,Country,Somalia,Threatening / Violence / Harm,unique_accounts_enforced,11
2020-H1,Account / Content Violations,Country,South Africa,Harassment and Bullying,content_reports,312
2020-H1,Account / Content Violations,Country,South Africa,Harassment and Bullying,content_enforced,61
2020-H1,Account / Content Violations,Country,South Africa,Harassment and Bullying,unique_accounts_enforced,44
2020-H1,Account / Content Violations,Country,South Africa,Hate Speech,content_reports,54
2020-H1,Account / Content Violations,Country,South Africa,Hate Speech,content_enforced,9
2020-H1,Account / Content Violations,Country,South Africa,Hate Speech,unique_accounts_enforced,8
2020-H1,Account / Content Violations,Country,South Africa,Impersonation,content_reports,1322
2020-H1,Account / Content Violations,Country,South Africa,Impersonation,content_enforced,4
2020-H1,Account / Content Violations,Country,South Africa,Impersonation,unique_accounts_enforced,4
2020-H1,Account / Content Violations,Country,South Africa,Regulated Goods,content_reports,155
2020-H1,Account / Content Violations,Country,South Africa,Regulated Goods,content_enforced,53
2020-H1,Account / Content Violations,Country,South Africa,Regulated Goods,unique_accounts_enforced,40
2020-H1,Account / Content Violations,Country,South Africa,Sexually Explicit Content,content_reports,3293
2020-H1,Account / Content Violations,Country,South Africa,Sexually Explicit Content,content_enforced,1086
2020-H1,Account / Content Violations,Country,South Africa,Sexually Explicit Content,unique_accounts_enforced,597
2020-H1,Account / Content Violations,Country,South Africa,Spam,content_reports,222
2020-H1,Account / Content Violations,Country,South Africa,Spam,content_enforced,27
2020-H1,Account / Content Violations,Country,South Africa,Spam,unique_accounts_enforced,21
2020-H1,Account / Content Violations,Country,South Africa,Threatening / Violence / Harm,content_reports,351
2020-H1,Account / Content Violations,Country,South Africa,Threatening / Violence / Harm,content_enforced,36
2020-H1,Account / Content Violations,Country,South Africa,Threatening / Violence / Harm,unique_accounts_enforced,31
2020-H1,Account / Content Violations,Country,South Korea,Harassment and Bullying,content_reports,136
2020-H1,Account / Content Violations,Country,South Korea,Harassment and Bullying,content_enforced,20
2020-H1,Account / Content Violations,Country,South Korea,Harassment and Bullying,unique_accounts_enforced,19
2020-H1,Account / Content Violations,Country,South Korea,Hate Speech,content_reports,22
2020-H1,Account / Content Violations,Country,South Korea,Hate Speech,content_enforced,3
2020-H1,Account / Content Violations,Country,South Korea,Hate Speech,unique_accounts_enforced,3
2020-H1,Account / Content Violations,Country,South Korea,Impersonation,content_reports,264
2020-H1,Account / Content Violations,Country,South Korea,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,South Korea,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,South Korea,Regulated Goods,content_reports,30
2020-H1,Account / Content Violations,Country,South Korea,Regulated Goods,content_enforced,4
2020-H1,Account / Content Violations,Country,South Korea,Regulated Goods,unique_accounts_enforced,3
2020-H1,Account / Content Violations,Country,South Korea,Sexually Explicit Content,content_reports,1743
2020-H1,Account / Content Violations,Country,South Korea,Sexually Explicit Content,content_enforced,511
2020-H1,Account / Content Violations,Country,South Korea,Sexually Explicit Content,unique_accounts_enforced,303
2020-H1,Account / Content Violations,Country,South Korea,Spam,content_reports,127
2020-H1,Account / Content Violations,Country,South Korea,Spam,content_enforced,48
2020-H1,Account / Content Violations,Country,South Korea,Spam,unique_accounts_enforced,25
2020-H1,Account / Content Violations,Country,South Korea,Threatening / Violence / Harm,content_reports,141
2020-H1,Account / Content Violations,Country,South Korea,Threatening / Violence / Harm,content_enforced,18
2020-H1,Account / Content Violations,Country,South Korea,Threatening / Violence / Harm,unique_accounts_enforced,18
2020-H1,Account / Content Violations,Country,South Sudan,Hate Speech,content_reports,1
2020-H1,Account / Content Violations,Country,South Sudan,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,South Sudan,Impersonation,content_reports,2
